3073
 0.000000000  1.000000000
 0.003563891  0.993827160
 0.010691672  0.993827160
 0.007127781  0.987654321
 0.010691672  0.981481481
 0.017819453  0.981481481
 0.021383343  0.987654320
 0.024947234  0.981481481
 0.032075015  0.981481481
 0.028511124  0.975308642
 0.032075015  0.969135802
 0.024947234  0.969135802
 0.021383343  0.962962963
 0.024947234  0.956790123
 0.032075015  0.956790123
 0.028511124  0.950617284
 0.032075015  0.944444444
 0.039202796  0.944444444
 0.042766686  0.950617283
 0.046330577  0.944444444
 0.053458358  0.944444444
 0.057022249  0.950617284
 0.053458358  0.956790123
 0.060586139  0.956790123
 0.064150030  0.962962963
 0.067713921  0.956790123
 0.074841702  0.956790123
 0.071277811  0.950617284
 0.074841702  0.944444444
 0.081969483  0.944444444
 0.085533373  0.950617283
 0.089097264  0.944444444
 0.096225045  0.944444444
 0.092661154  0.938271605
 0.096225045  0.932098765
 0.089097264  0.932098765
 0.085533373  0.925925926
 0.089097264  0.919753086
 0.096225045  0.919753086
 0.092661154  0.913580247
 0.096225045  0.907407407
 0.089097264  0.907407407
 0.085533373  0.901234568
 0.081969483  0.907407407
 0.074841702  0.907407407
 0.071277811  0.901234568
 0.074841702  0.895061728
 0.067713921  0.895061728
 0.064150030  0.888888889
 0.067713921  0.882716049
 0.074841702  0.882716049
 0.071277811  0.876543210
 0.074841702  0.870370370
 0.081969483  0.870370370
 0.085533373  0.876543209
 0.089097264  0.870370370
 0.096225045  0.870370370
 0.092661154  0.864197531
 0.096225045  0.858024691
 0.089097264  0.858024691
 0.085533373  0.851851852
 0.089097264  0.845679012
 0.096225045  0.845679012
 0.092661154  0.839506173
 0.096225045  0.833333333
 0.103352826  0.833333333
 0.106916716  0.839506172
 0.110480607  0.833333333
 0.117608388  0.833333333
 0.121172279  0.839506173
 0.117608388  0.845679012
 0.124736169  0.845679012
 0.128300060  0.851851852
 0.131863951  0.845679012
 0.138991732  0.845679012
 0.135427841  0.839506173
 0.138991732  0.833333333
 0.146119513  0.833333333
 0.149683404  0.839506172
 0.153247294  0.833333333
 0.160375075  0.833333333
 0.163938966  0.839506173
 0.160375075  0.845679012
 0.167502856  0.845679012
 0.171066747  0.851851852
 0.167502856  0.858024691
 0.160375075  0.858024691
 0.163938966  0.864197531
 0.160375075  0.870370370
 0.167502856  0.870370370
 0.171066747  0.876543209
 0.174630637  0.870370370
 0.181758418  0.870370370
 0.185322309  0.876543210
 0.181758418  0.882716049
 0.188886199  0.882716049
 0.192450090  0.888888889
 0.196013981  0.882716049
 0.203141762  0.882716049
 0.199577871  0.876543210
 0.203141762  0.870370370
 0.210269543  0.870370370
 0.213833434  0.876543209
 0.217397324  0.870370370
 0.224525105  0.870370370
 0.220961214  0.864197531
 0.224525105  0.858024691
 0.217397324  0.858024691
 0.213833433  0.851851852
 0.217397324  0.845679012
 0.224525105  0.845679012
 0.220961214  0.839506173
 0.224525105  0.833333333
 0.231652886  0.833333333
 0.235216777  0.839506172
 0.238780667  0.833333333
 0.245908448  0.833333333
 0.249472339  0.839506173
 0.245908448  0.845679012
 0.253036229  0.845679012
 0.256600120  0.851851852
 0.260164011  0.845679012
 0.267291792  0.845679012
 0.263727901  0.839506173
 0.267291792  0.833333333
 0.274419573  0.833333333
 0.277983463  0.839506172
 0.281547354  0.833333333
