1292
 6.78221 14.19462
 6.84783 14.14742
 6.84682 14.09859
 6.84585 14.05164
 6.84484 14.00281
 6.84383 13.95399
 6.91243 13.95372
 6.91146 13.90677
 6.91045 13.85795
 6.90948   13.811
 6.90847 13.76217
 6.90746 13.71334
 6.97308 13.66614
 6.97207 13.61731
  6.9711 13.57036
 7.03869 13.52127
 7.03768 13.47244
 7.10426 13.47219
 7.10329 13.42524
 7.03671 13.42549
  7.0357 13.37667
 7.10131 13.32946
  7.1003 13.28063
  7.0993 13.23181
 7.16491  13.1846
  7.1639 13.13577
 7.23153 13.08856
 7.23052 13.03973
 7.29609 12.99065
 7.29512  12.9437
 7.29412 12.89487
 7.36272 12.89461
 7.42833  12.8474
 7.42732 12.79858
 7.42631 12.74975
 7.49394 12.70254
 7.55951 12.65345
  7.6261  12.6532
 7.69373 12.60598
 7.76031 12.60573
 7.82891 12.60546
 7.89448 12.55638
 7.96208 12.50729
 8.02866 12.50703
 8.09629 12.45982
 8.16287 12.45956
 8.16186 12.41074
 8.22844 12.41048
 8.29705 12.41022
 8.29608 12.36327
 8.36165 12.31418
 8.42924 12.26509
 8.49485 12.21789
 8.56244  12.1688
 8.56147 12.12185
 8.62705 12.07276
 8.69262 12.02368
 8.69165 11.97673
 8.75924 11.92764
 8.82486 11.88043
 8.89245 11.83134
 8.89144 11.78252
 8.89047 11.73557
 8.82086   11.687
 8.81989 11.64005
 8.81888 11.59123
 8.81787  11.5424
  8.8855 11.49519
 8.88449 11.44636
 8.95108  11.4461
 8.95011 11.39915
  8.9491 11.35033
  9.0177 11.35006
 9.01669 11.30124
  9.0823 11.25403
  9.1509 11.25377
 9.14989 11.20494
 9.21647 11.20468
 9.28306 11.20443
 9.28209 11.15748
  9.2155 11.15773
 9.14892 11.15799
 9.08032 11.15825
 9.07931 11.10943
 9.14791 11.10916
  9.2145 11.10891
 9.28108 11.10865
 9.34968 11.10839
 9.34867 11.05956
  9.2791 11.01287
 9.21252 11.01313
 9.14593 11.01339
 9.14493 10.96456
 9.21054 10.91735
 9.14295 10.86878
 9.20852  10.8197
 9.27413 10.77249
 9.34172  10.7234
 9.40734  10.6762
 9.47594 10.67593
 9.54151 10.62685
  9.6091 10.57776
 9.67471 10.53055
 9.67371 10.48173
 9.73932 10.43452
 9.67173 10.38595
  9.7373 10.33687
 9.73633 10.28992
 9.66874 10.24135
 9.66777  10.1944
 9.66676 10.14557
 9.66575 10.09674
 9.59917   10.097
  9.5982 10.05005
 9.52859 10.00149
 9.52762  9.95454
 9.46104  9.95479
 9.46003  9.90597
 9.52661  9.90571
 9.59521  9.90545
  9.5942  9.85662
 9.52463  9.80993
 9.59222  9.76084
 9.65784  9.71364
 9.72341  9.66455
 9.79302  9.71312
  9.8596  9.71286
 9.92917  9.75955
 9.99676  9.80812
10.06633   9.8548
10.06734  9.90363
10.13493   9.9522
10.20353  9.95194
10.27012  9.95168
 10.3367  9.95142
 10.4053  9.95116
10.47188   9.9509
10.54048  9.95064
10.60707  9.95038
10.67567  9.95012
10.74225  9.94986
10.80883  9.94961
10.87743  9.94934
10.94401  9.94909
11.01261  9.94882
11.07819  9.89974
11.14578  9.85065
11.21236  9.85039
11.27797  9.80319
11.34657  9.80292
11.41215  9.75384
11.48075  9.75358
11.54636  9.70637
11.61395  9.65728
11.61294  9.60845
11.61197   9.5615
11.67856  9.56125
11.67755  9.51242
11.61096  9.51268
11.60999  9.46573
11.67658  9.46547
11.67557  9.41664
11.67456  9.36782
11.67359  9.32087
11.67258  9.27204
11.67161  9.22509
 11.6706  9.17626
11.66959  9.12744
11.66862  9.08049
11.66761  9.03166
11.66664  8.98471
11.60006  8.98497
11.59905  8.93614
11.59804  8.88731
11.59707  8.84036
11.59607  8.79154
11.66265  8.79128
11.66168  8.74433
11.59409  8.69576
11.52448   8.6472
11.52351  8.60025
11.45692   8.6005
11.45592  8.55168
11.45495  8.50473
11.38534  8.45616
11.38433  8.40734
11.31678  8.36064
11.31577  8.31182
 11.3148  8.26487
11.24519   8.2163
11.24418  8.16748
11.17663  8.12078
11.10903  8.07221
11.03946  8.02553
10.97187  7.97696
10.90226  7.92839
10.83471   7.8817
 10.8337  7.83287
10.83273  7.78592
10.76312  7.73736
10.76211  7.68853
10.69553  7.68879
10.62798   7.6421
10.69355  7.59301
10.76014  7.59276
10.82874  7.59249
10.82777  7.54554
10.75917  7.54581
10.69258  7.54606
  10.626  7.54632
10.55837  7.59353
10.49082  7.54684
10.55639  7.49776
10.62398  7.44866
10.68959  7.40146
10.75517  7.35238
10.82377  7.35211
10.89035  7.35186
10.95798  7.30464
11.02456  7.30439
11.09316  7.30412
11.15975  7.30387
11.22633  7.30361
11.29493  7.30335
 11.2959   7.3503
11.36248  7.35004
11.43108  7.34978
11.43011  7.30283
 11.4967  7.30257
11.56429  7.25348
11.62986   7.2044
11.56231   7.1577
 11.5613  7.10887
11.49173  7.06219
11.55932   7.0131
11.48971  6.96454
11.42216  6.91784
11.35255  6.86928
  11.285  6.82259
11.21539  6.77402
 11.1478  6.72545
11.08024  6.67876
11.01164  6.67902
10.94405  6.63045
10.87448  6.58377
 10.8079  6.58402
10.73829  6.53546
 10.6707  6.48689
10.60315  6.44019
10.53455  6.44046
10.46695  6.39189
10.39738   6.3452
 10.3308  6.34546
10.26119  6.29689
10.19461  6.29715
 10.1936  6.24832
10.12605  6.20163
10.05745  6.20189
 9.99087  6.20215
 9.92227  6.20241
 9.85568  6.20267
 9.78708  6.20293
  9.7205  6.20319
 9.65287   6.2504
 9.58629  6.25066
  9.5197  6.25092
  9.4511  6.25118
 9.38452  6.25144
 9.31592   6.2517
 9.24934  6.25196
 9.18074  6.25222
 9.11416  6.25248
 9.04757  6.25273
   8.978  6.20605
 8.91142   6.2063
 8.84282  6.20657
 8.84181  6.15774
 8.77523    6.158
 8.70663  6.15826
 8.70566  6.11131
 8.77325  6.06222
 8.70364  6.01366
 8.63706  6.01391
 8.56947    6.063
 8.50288  6.06326
  8.4363  6.06352
  8.3677  6.06378
 8.30112  6.06404
 8.23252   6.0643
 8.16594  6.06456
 8.09834  6.11365
 8.03176   6.1139
 7.96518  6.11416
 7.89658  6.11442
    7.83  6.11468
 7.76039  6.06612
  7.6938  6.06637
  7.6252  6.06664
  7.6242  6.01781
 7.55761  6.01807
 7.48901  6.01833
 7.42146  5.97164
 7.35488  5.97189
 7.28628  5.97216
 7.21969  5.97241
 7.15008  5.92385
  7.0835  5.92411
 7.08253  5.87716
 7.01393  5.87742
 6.94634  5.82885
 6.94533  5.78002
 6.94436  5.73307
 6.87778  5.73333
 6.80817  5.68477
 6.74159  5.68502
 6.67299  5.68529
  6.6064  5.68554
  6.5378  5.68581
 6.47122  5.68606
 6.40262  5.68633
 6.33604  5.68658
 6.26946  5.68684
 6.20086   5.6871
 6.13528  5.73619
 6.06668  5.73645
 6.00107  5.78366
 5.93247  5.78392
  5.8669    5.833
 5.80132  5.88209
 5.73272  5.88235
 5.66614  5.88261
 5.66711  5.92956
 5.59851  5.92982
 5.53193  5.93008
 5.46236  5.88339
 5.39577  5.88365
 5.32919   5.8839
 5.25958  5.83534
 5.19199  5.78677
 5.12339  5.78703
 5.05584  5.74034
 4.98724   5.7406
 4.91965  5.69203
 4.91868  5.64508
 4.84907  5.59652
 4.78147  5.54795
  4.7805    5.501
 4.71291  5.45243
 4.71194  5.40548
 4.64233  5.35692
 4.64133  5.30809
 4.64036  5.26114
 4.63935  5.21231
 4.57276  5.21257
 4.57179  5.16562
 4.57078  5.11679
 4.56978  5.06796
 4.50118  5.06823
 4.43362  5.02153
 4.36502   5.0218
 4.29844  5.02205
 4.23186  5.02231
 4.16326  5.02257
 4.16423  5.06952
 4.09764  5.06978
 4.02904  5.07004
 3.96347  5.11913
 3.89487  5.11939
 3.82829  5.11965
  3.7607  5.16874
 3.69411  5.16899
 3.62753  5.16925
 3.55893  5.16951
 3.49235  5.16977
 3.42375  5.17004
 3.35717  5.17029
 3.28857  5.17056
 3.22097  5.12198
 3.15439  5.12224
